temp,vector_name_str,accuracy,f1
0.1,c,0.7125,0.6989036164293896
0.1,c,0.6304347826086957,0.6231021394064872
0.1,c,0.7432432432432432,0.7406061523708583
0.1,c,0.6049382716049383,0.5878054925673973
0.1,c,0.3614457831325301,0.27508263141059813
0.1,c,0.38666666666666666,0.30915750915750917
0.1,c,0.8860759493670886,0.8850431265023576
0.1,c,0.5402298850574713,0.532717301479979
0.1,c,0.6419753086419753,0.5869529660379335
0.1,c,0.575,0.5054545454545455
0.1,c,0.4567901234567901,0.43028785588309393
0.1,c,0.41333333333333333,0.33919413919413915
0.1,c,0.8918918918918919,0.8904320674763286
0.1,c,0.8170731707317073,0.8143305149543998
0.1,c,0.7272727272727273,0.7273647871116226
0.1,c,0.6756756756756757,0.666023166023166
0.1,c,0.7571428571428571,0.7581855886905978
0.1,c,0.4634146341463415,0.4634146341463415
0.1,c,0.6785714285714286,0.6750392464678179
0.1,c,0.6867469879518072,0.6754508944870391
0.1,f,0.7733333333333333,0.7727687837276879
0.1,f,0.46987951807228917,0.4037897622234971
0.1,f,0.37037037037037035,0.35236682086642807
0.1,f,0.5121951219512195,0.4618660472319009
0.1,f,0.4691358024691358,0.3522572834937929
0.1,f,0.6071428571428571,0.5750716396028167
0.1,f,0.4805194805194805,0.3857714612431593
0.1,f,0.475,0.3220338983050847
0.1,f,0.7590361445783133,0.7590361445783133
0.1,f,0.46835443037974683,0.3149279790484505
0.1,f,0.4935064935064935,0.4724799010513296
0.1,f,0.35802469135802467,0.2668911335578002
0.1,f,0.6385542168674698,0.6217221828490433
0.1,f,0.6629213483146067,0.6444411590774689
0.1,f,0.6046511627906976,0.600783619817998
0.1,f,0.4,0.24489795918367346
0.1,f,0.6538461538461539,0.653675438485565
0.1,f,0.7790697674418605,0.7762878868326462
0.1,f,0.6875,0.6643732169827152
0.1,f,0.5294117647058824,0.4470588235294118
0.1,cf,0.5609756097560976,0.4472283813747228
0.1,cf,0.5555555555555556,0.48174603174603176
0.1,cf,0.4666666666666667,0.3992673992673993
0.1,cf,0.3815789473684211,0.3207221427514428
0.1,cf,0.5975609756097561,0.5915271328996798
0.1,cf,0.42857142857142855,0.4288955514139859
0.1,cf,0.7093023255813954,0.709027155368964
0.1,cf,0.5135135135135135,0.45348232848232845
0.1,cf,0.7435897435897436,0.7425755962341328
0.1,cf,0.4936708860759494,0.36648295076009935
0.1,cf,0.6588235294117647,0.6354250528606691
0.1,cf,0.6511627906976745,0.6405082605493002
0.1,cf,0.6385542168674698,0.6287912755463632
0.1,cf,0.5769230769230769,0.5758784425451093
0.1,cf,0.4,0.3939393939393939
0.1,cf,0.5526315789473685,0.526697177726926
0.1,cf,0.7631578947368421,0.7618310482087572
0.1,cf,0.5921052631578947,0.5802038252128996
0.1,cf,0.6625,0.6624472573839661
0.1,cf,0.34177215189873417,0.2655883731833099
0.1,b,1.0,1.0
0.1,b,0.975,0.9749843652282676
0.1,b,0.9857142857142858,0.9857409658198204
0.1,b,0.7407407407407407,0.7247500706354789
0.1,b,0.9882352941176471,0.9882254751949467
0.1,b,0.9746835443037974,0.9746754300551769
0.1,b,0.7471264367816092,0.723147047166072
0.1,b,0.7435897435897436,0.7275641025641025
0.1,b,0.9882352941176471,0.9882418219056246
0.1,b,0.9875,0.9874980465697766
0.1,b,0.7631578947368421,0.7550837320574162
0.1,b,0.9878048780487805,0.9877994297441114
0.1,b,0.958904109589041,0.9589969292172984
0.1,b,1.0,1.0
0.1,b,1.0,1.0
0.1,b,0.9726027397260274,0.9726543936858201
0.1,b,0.9733333333333334,0.9732663797226209
0.1,b,0.7162162162162162,0.7030082654729347
0.1,b,0.9540229885057471,0.9537513735076607
0.1,b,0.9878048780487805,0.9878066919892761
0.1,cfb,0.9764705882352941,0.9764246835858089
0.1,cfb,1.0,1.0
0.1,cfb,0.9634146341463414,0.9633983086818819
0.1,cfb,0.9506172839506173,0.9506022282445047
0.1,cfb,0.9753086419753086,0.9752860308415864
0.1,cfb,1.0,1.0
0.1,cfb,0.9615384615384616,0.9614432439981209
0.1,cfb,0.7692307692307693,0.7578269362758038
0.1,cfb,0.9866666666666667,0.9866523528359278
0.1,cfb,0.987012987012987,0.9870173708148392
0.1,cfb,0.9746835443037974,0.9746835443037974
0.1,cfb,0.7926829268292683,0.7844675649553698
0.1,cfb,0.717948717948718,0.7040106998926491
0.1,cfb,1.0,1.0
0.1,cfb,0.9761904761904762,0.9762039813089161
0.1,cfb,0.6986301369863014,0.6791450165328295
0.1,cfb,0.9743589743589743,0.9743251694471207
0.1,cfb,0.975,0.9749843652282676
0.1,cfb,0.9883720930232558,0.9883610143042091
0.1,cfb,0.963855421686747,0.9638659212011444
0.2,c,0.6233766233766234,0.6149770627382567
0.2,c,0.8648648648648649,0.8648648648648649
0.2,c,0.5714285714285714,0.5677655677655677
0.2,c,0.5125,0.48335817188276203
0.2,c,0.6875,0.6874511642444132
0.2,c,0.6707317073170732,0.6336581297422649
0.2,c,0.7317073170731707,0.7164344888230665
0.2,c,0.5568181818181818,0.5408460846084608
0.2,c,0.4318181818181818,0.42549501373030785
0.2,c,0.5,0.43521022866978115
0.2,c,0.45454545454545453,0.38255861785273554
0.2,c,0.6071428571428571,0.5750716396028167
0.2,c,0.7816091954022989,0.7813764004073912
0.2,c,0.6373626373626373,0.6261072517324923
0.2,c,0.7435897435897436,0.7273498258719934
0.2,c,0.4383561643835616,0.27553816046966734
0.2,c,0.6483516483516484,0.6282361706090519
0.2,c,0.5232558139534884,0.45590539857891377
0.2,c,0.6829268292682927,0.6648771231545333
0.2,c,0.6575342465753424,0.6535712870371594
0.2,f,0.6329113924050633,0.6304266669386672
0.2,f,0.5063291139240507,0.5018535481768833
0.2,f,0.5063291139240507,0.4203688210855123
0.2,f,0.5662650602409639,0.5628247419761301
0.2,f,0.6625,0.6598960793575814
0.2,f,0.5357142857142857,0.48155384438570287
0.2,f,0.581081081081081,0.5245985828156841
0.2,f,0.5432098765432098,0.5301484778834871
0.2,f,0.34831460674157305,0.2949279502317019
0.2,f,0.5487804878048781,0.5420560061388661
0.2,f,0.8214285714285714,0.8213015827864355
0.2,f,0.65,0.6389426176660219
0.2,f,0.8076923076923077,0.7992301055286387
0.2,f,0.49333333333333335,0.48181818181818187
0.2,f,0.5569620253164557,0.5504690408315968
0.2,f,0.8026315789473685,0.7999779438118606
0.2,f,0.5063291139240507,0.5058542020567337
0.2,f,0.6794871794871795,0.6689208227669766
0.2,f,0.6790123456790124,0.6569837811667877
0.2,f,0.6794871794871795,0.6689208227669766
0.2,cf,0.7469879518072289,0.7468407019610525
0.2,cf,0.5822784810126582,0.5380361312523043
0.2,cf,0.6388888888888888,0.6261036803916427
0.2,cf,0.4482758620689655,0.44871327549755774
0.2,cf,0.5652173913043478,0.5484949832775919
0.2,cf,0.8292682926829268,0.8272174613638028
0.2,cf,0.6578947368421053,0.6424448217317488
0.2,cf,0.6329113924050633,0.603452483822666
0.2,cf,0.28378378378378377,0.21727299146653986
0.2,cf,0.7125,0.7120951337818807
0.2,cf,0.6626506024096386,0.6626506024096386
0.2,cf,0.5925925925925926,0.5842120755631741
0.2,cf,0.7037037037037037,0.690854119425548
0.2,cf,0.7441860465116279,0.7279819954988748
0.2,cf,0.5128205128205128,0.3918165168165168
0.2,cf,0.8089887640449438,0.8077322701461882
0.2,cf,0.67,0.6586091709687216
0.2,cf,0.6923076923076923,0.6806020066889632
0.2,cf,0.6853932584269663,0.6681450818056377
0.2,cf,0.5641025641025641,0.5147198480531814
0.2,b,0.7469879518072289,0.7337310406675244
0.2,b,0.9523809523809523,0.9521630162362427
0.2,b,0.9878048780487805,0.9877994297441114
0.2,b,1.0,1.0
0.2,b,1.0,1.0
0.2,b,1.0,1.0
0.2,b,0.7307692307692307,0.7157629255989911
0.2,b,0.9722222222222222,0.9722222222222222
0.2,b,0.9876543209876543,0.9876505553390308
0.2,b,1.0,1.0
0.2,b,0.9875,0.9874980465697766
0.2,b,1.0,1.0
0.2,b,0.972972972972973,0.9728930704540462
0.2,b,0.7625,0.7483026991223712
0.2,b,1.0,1.0
0.2,b,0.9863013698630136,0.9863168982553852
0.2,b,1.0,1.0
0.2,b,0.6986301369863014,0.6791450165328295
0.2,b,0.9534883720930233,0.9535387093526629
0.2,b,1.0,1.0
0.2,cfb,1.0,1.0
0.2,cfb,1.0,1.0
0.2,cfb,0.8076923076923077,0.801352493660186
0.2,cfb,0.926829268292683,0.926829268292683
0.2,cfb,1.0,1.0
0.2,cfb,1.0,1.0
0.2,cfb,0.9882352941176471,0.9882418219056246
0.2,cfb,0.9594594594594594,0.9595261989628188
0.2,cfb,0.9736842105263158,0.973702447386658
0.2,cfb,1.0,1.0
0.2,cfb,1.0,1.0
0.2,cfb,1.0,1.0
0.2,cfb,0.974025974025974,0.9740347371926318
0.2,cfb,0.7764705882352941,0.7611405518742315
0.2,cfb,0.7435897435897436,0.7275641025641025
0.2,cfb,1.0,1.0
0.2,cfb,1.0,1.0
0.2,cfb,0.9878048780487805,0.9878066919892761
0.2,cfb,0.9876543209876543,0.9876543209876543
0.2,cfb,0.7435897435897436,0.7309188180842264
0.3,c,0.7972972972972973,0.7974824139207701
0.3,c,0.325,0.296875
0.3,c,0.5333333333333333,0.5333333333333333
0.3,c,0.825,0.8240100565681961
0.3,c,0.6027397260273972,0.5605633719886124
0.3,c,0.647887323943662,0.6244858210148403
0.3,c,0.550561797752809,0.5295381812235744
0.3,c,0.7011494252873564,0.7016237912789637
0.3,c,0.5862068965517241,0.5535390199637024
0.3,c,0.8589743589743589,0.8581564803602916
0.3,c,0.6486486486486487,0.6191875104918583
0.3,c,0.4268292682926829,0.33741741894253924
0.3,c,0.7439024390243902,0.738356179563613
0.3,c,0.632183908045977,0.6307243203794928
0.3,c,0.5421686746987951,0.5019695640800751
0.3,c,0.825,0.8248905565978737
0.3,c,0.7108433734939759,0.7109273330254817
0.3,c,0.45,0.34523809523809523
0.3,c,0.5432098765432098,0.5150358387387008
0.3,c,0.7837837837837838,0.7809220985691574
0.3,f,0.5529411764705883,0.4170605742296919
0.3,f,0.5949367088607594,0.5929817701969601
0.3,f,0.6282051282051282,0.6159481544096929
0.3,f,0.6477272727272727,0.6308826308826309
0.3,f,0.654320987654321,0.6495198902606311
0.3,f,0.5061728395061729,0.48475686570924664
0.3,f,0.7228915662650602,0.714201900319505
0.3,f,0.5285714285714286,0.5164048703411097
0.3,f,0.6962025316455697,0.6941418899028554
0.3,f,0.6785714285714286,0.6708074534161491
0.3,f,0.7662337662337663,0.7563691627521414
0.3,f,0.691358024691358,0.6762154169561577
0.3,f,0.6190476190476191,0.6047873694932517
0.3,f,0.23376623376623376,0.19270593675670356
0.3,f,0.6296296296296297,0.6190840402354796
0.3,f,0.5113636363636364,0.42426922922278953
0.3,f,0.6708860759493671,0.6637875403325887
0.3,f,0.5974025974025974,0.5913619202621759
0.3,f,0.6164383561643836,0.5971116066687904
0.3,f,0.4666666666666667,0.4677206851119894
0.3,cf,0.4186046511627907,0.4173359215417602
0.3,cf,0.810126582278481,0.8088413794510347
0.3,cf,0.6265060240963856,0.6259635491858502
0.3,cf,0.6375,0.6347031963470319
0.3,cf,0.5375,0.4874458874458874
0.3,cf,0.6973684210526315,0.6910534763875982
0.3,cf,0.47560975609756095,0.4641699689308106
0.3,cf,0.6301369863013698,0.6258569900001321
0.3,cf,0.6363636363636364,0.6364863206968471
0.3,cf,0.6805555555555556,0.6737917590912146
0.3,cf,0.7066666666666667,0.704047619047619
0.3,cf,0.42528735632183906,0.29211781246829294
0.3,cf,0.6538461538461539,0.6345523329129886
0.3,cf,0.5584415584415584,0.5034165834165835
0.3,cf,0.6883116883116883,0.6649126735333633
0.3,cf,0.7125,0.7069597069597069
0.3,cf,0.810126582278481,0.8099439238679744
0.3,cf,0.7435897435897436,0.7415547415547414
0.3,cf,0.632183908045977,0.6326714691434772
0.3,cf,0.5,0.457203615098352
0.3,b,0.9759036144578314,0.975868509001039
0.3,b,0.9879518072289156,0.9879447953314787
0.3,b,1.0,1.0
0.3,b,1.0,1.0
0.3,b,1.0,1.0
0.3,b,0.9875,0.9874980465697766
0.3,b,1.0,1.0
0.3,b,1.0,1.0
0.3,b,1.0,1.0
0.3,b,0.9885057471264368,0.9885149022462086
0.3,b,1.0,1.0
0.3,b,1.0,1.0
0.3,b,1.0,1.0
0.3,b,0.9878048780487805,0.9877994297441114
0.3,b,1.0,1.0
0.3,b,1.0,1.0
0.3,b,0.9634146341463414,0.9633327143840181
0.3,b,0.961038961038961,0.961038961038961
0.3,b,0.7333333333333333,0.7185185185185184
0.3,b,0.963855421686747,0.9637604848109789
0.3,cfb,0.9647058823529412,0.9647352085828099
0.3,cfb,0.726027397260274,0.7122225761919933
0.3,cfb,0.7183098591549296,0.7057139585480361
0.3,cfb,1.0,1.0
0.3,cfb,0.7466666666666667,0.7372377303411787
0.3,cfb,1.0,1.0
0.3,cfb,1.0,1.0
0.3,cfb,1.0,1.0
0.3,cfb,1.0,1.0
0.3,cfb,0.9864864864864865,0.9864690561207973
0.3,cfb,1.0,1.0
0.3,cfb,0.7361111111111112,0.732786285025091
0.3,cfb,0.9772727272727273,0.9772132629275486
0.3,cfb,0.7272727272727273,0.7187868311463818
0.3,cfb,1.0,1.0
0.3,cfb,0.9647058823529412,0.9647254657168736
0.3,cfb,0.7804878048780488,0.7679918544916
0.3,cfb,1.0,1.0
0.3,cfb,0.7297297297297297,0.7153972153972153
0.3,cfb,0.9866666666666667,0.9866761751946278
0.4,c,0.43373493975903615,0.3571487486093984
0.4,c,0.7037037037037037,0.696472442404858
0.4,c,0.6619718309859155,0.6572545319765483
0.4,c,0.6966292134831461,0.6921963983376943
0.4,c,0.6125,0.6095103133364825
0.4,c,0.8533333333333334,0.8520060331825039
0.4,c,0.6493506493506493,0.6440894144218952
0.4,c,0.6933333333333334,0.6819193577814268
0.4,c,0.6666666666666666,0.6413252152926333
0.4,c,0.5394736842105263,0.5358701919117042
0.4,c,0.6931818181818182,0.6918728330493036
0.4,c,0.7037037037037037,0.7004115226337447
0.4,c,0.6883116883116883,0.6835891381345928
0.4,c,0.6666666666666666,0.6622369878183831
0.4,c,0.5070422535211268,0.49011218039634885
0.4,c,0.5897435897435898,0.5815165226929933
0.4,c,0.620253164556962,0.6198875546383711
0.4,c,0.7272727272727273,0.7126623376623377
0.4,c,0.5238095238095238,0.495798319327731
0.4,c,0.47619047619047616,0.38563357546408394
0.4,f,0.7733333333333333,0.7733333333333333
0.4,f,0.39285714285714285,0.3670116291475515
0.4,f,0.788235294117647,0.7857564430454458
0.4,f,0.4939759036144578,0.3939146416173167
0.4,f,0.6329113924050633,0.6181910472383491
0.4,f,0.524390243902439,0.517302276740967
0.4,f,0.8125,0.8122359568142701
0.4,f,0.7654320987654321,0.7628326084023586
0.4,f,0.7702702702702703,0.7706484607893058
0.4,f,0.6309523809523809,0.6285714285714286
0.4,f,0.6363636363636364,0.6248884355476221
0.4,f,0.7375,0.7250859106529208
0.4,f,0.5,0.3897787948131198
0.4,f,0.6428571428571429,0.6260504201680673
0.4,f,0.8860759493670886,0.8860394176849873
0.4,f,0.5571428571428572,0.5414282749829544
0.4,f,0.7671232876712328,0.7636915129571494
0.4,f,0.7402597402597403,0.7394699894699895
0.4,f,0.4810126582278481,0.47850345270759587
0.4,f,0.5064935064935064,0.38536009445100355
0.4,cf,0.47297297297297297,0.3390859297836042
0.4,cf,0.76,0.7478723404255319
0.4,cf,0.8289473684210527,0.8275957672935631
0.4,cf,0.8313253012048193,0.8303423484146376
0.4,cf,0.6707317073170732,0.6576837796349992
0.4,cf,0.44047619047619047,0.41027966742252464
0.4,cf,0.6823529411764706,0.6505931669360805
0.4,cf,0.64,0.622361392521643
0.4,cf,0.4125,0.33697760536060656
0.4,cf,0.75,0.7291666666666666
0.4,cf,0.7738095238095238,0.773135478116321
0.4,cf,0.4935064935064935,0.432193623675036
0.4,cf,0.7866666666666666,0.7807407407407406
0.4,cf,0.717948717948718,0.7168294668294669
0.4,cf,0.6582278481012658,0.652105891301256
0.4,cf,0.6153846153846154,0.6076717400246812
0.4,cf,0.5526315789473685,0.5526315789473685
0.4,cf,0.5617977528089888,0.55976929956238
0.4,cf,0.6233766233766234,0.6208080069972652
0.4,cf,0.5308641975308642,0.3929159318048207
0.4,b,0.8444444444444444,0.8374977848662059
0.4,b,0.9605263157894737,0.9604919968151993
0.4,b,1.0,1.0
0.4,b,0.8470588235294118,0.8418728743489861
0.4,b,0.9012345679012346,0.9001371742112483
0.4,b,0.9873417721518988,0.9873377130761097
0.4,b,1.0,1.0
0.4,b,1.0,1.0
0.4,b,0.9885057471264368,0.9884934947582839
0.4,b,0.9770114942528736,0.9769562334217505
0.4,b,0.9882352941176471,0.9882418219056246
0.4,b,1.0,1.0
0.4,b,0.9880952380952381,0.988100306107969
0.4,b,0.7738095238095238,0.758665470171522
0.4,b,0.9887640449438202,0.9887754853969766
0.4,b,1.0,1.0
0.4,b,0.963855421686747,0.963855421686747
0.4,b,0.926829268292683,0.9263019116677653
0.4,b,1.0,1.0
0.4,b,0.9875,0.9874980465697766
0.4,cfb,1.0,1.0
0.4,cfb,0.9012345679012346,0.9012345679012346
0.4,cfb,1.0,1.0
0.4,cfb,0.9743589743589743,0.9743251694471207
0.4,cfb,1.0,1.0
0.4,cfb,0.9135802469135802,0.9128353637101263
0.4,cfb,0.9764705882352941,0.9764901526020607
0.4,cfb,0.96,0.9598273691782052
0.4,cfb,0.9523809523809523,0.9521630162362427
0.4,cfb,1.0,1.0
0.4,cfb,1.0,1.0
0.4,cfb,0.6867469879518072,0.6476939504047938
0.4,cfb,0.8840579710144928,0.8847469304397038
0.4,cfb,1.0,1.0
0.4,cfb,0.881578947368421,0.8806523350630097
0.4,cfb,1.0,1.0
0.4,cfb,0.9873417721518988,0.9873417721518988
0.4,cfb,0.7297297297297297,0.7153972153972153
0.4,cfb,1.0,1.0
0.4,cfb,1.0,1.0
0.5,c,0.35365853658536583,0.3126128189500899
0.5,c,0.5733333333333334,0.5636363636363636
0.5,c,0.6986301369863014,0.6952209756399926
0.5,c,0.5421686746987951,0.536215785126321
0.5,c,0.6025641025641025,0.5960096874639603
0.5,c,0.3953488372093023,0.34146210163652024
0.5,c,0.5903614457831325,0.5850351761656555
0.5,c,0.5714285714285714,0.5706959706959707
0.5,c,0.5949367088607594,0.5948068808828303
0.5,c,0.6233766233766234,0.6177256673420357
0.5,c,0.6933333333333334,0.6875981538092669
0.5,c,0.7702702702702703,0.7679523221625588
0.5,c,0.6,0.580188679245283
0.5,c,0.6621621621621622,0.6624720482728187
0.5,c,0.35526315789473684,0.336098758877016
0.5,c,0.5569620253164557,0.525105160162015
0.5,c,0.48717948717948717,0.4059022738268021
0.5,c,0.5697674418604651,0.5681794337853089
0.5,c,0.4268292682926829,0.4041162089942578
0.5,c,0.5675675675675675,0.5494376363941581
0.5,f,0.3780487804878049,0.35340269486610953
0.5,f,0.6794871794871795,0.6793289015511237
0.5,f,0.52,0.509090909090909
0.5,f,0.6547619047619048,0.6549087104721407
0.5,f,0.5172413793103449,0.501970990087642
0.5,f,0.5638297872340425,0.5561922623648828
0.5,f,0.6533333333333333,0.6384652981427176
0.5,f,0.7012987012987013,0.6811543496646084
0.5,f,0.5324675324675324,0.5200708382526564
0.5,f,0.6506024096385542,0.6396458743158977
0.5,f,0.8571428571428571,0.8567065040847495
0.5,f,0.6756756756756757,0.6625372559356055
0.5,f,0.7692307692307693,0.768926525024086
0.5,f,0.4177215189873418,0.4166003152369964
0.5,f,0.75,0.7497835497835498
0.5,f,0.6309523809523809,0.6221718680262299
0.5,f,0.6746987951807228,0.6733735465651344
0.5,f,0.7261904761904762,0.7078582007339477
0.5,f,0.5232558139534884,0.36747736552458726
0.5,f,0.34177215189873417,0.31551306221384323
0.5,cf,0.573170731707317,0.5638592770367064
0.5,cf,0.6075949367088608,0.603021006879338
0.5,cf,0.6923076923076923,0.6910866910866911
0.5,cf,0.5280898876404494,0.5162297128589263
0.5,cf,0.7037037037037037,0.698642742121003
0.5,cf,0.7236842105263158,0.7179183914843288
0.5,cf,0.5581395348837209,0.5557170542635659
0.5,cf,0.717948717948718,0.7168294668294669
0.5,cf,0.6666666666666666,0.6408632418484635
0.5,cf,0.6823529411764706,0.6605681526633815
0.5,cf,0.4024390243902439,0.4025279074745232
0.5,cf,0.6301369863013698,0.6246865205790019
0.5,cf,0.5125,0.5087387812942843
0.5,cf,0.6,0.5833333333333333
0.5,cf,0.6375,0.6360784313725489
0.5,cf,0.8352941176470589,0.8354310682144255
0.5,cf,0.38372093023255816,0.37596094748053965
0.5,cf,0.6941176470588235,0.6938635919484073
0.5,cf,0.6142857142857143,0.5619258789990498
0.5,cf,0.5222222222222223,0.3983539094650206
0.5,b,0.6875,0.6536796536796536
0.5,b,0.975609756097561,0.975580668150152
0.5,b,1.0,1.0
0.5,b,0.9880952380952381,0.9880867721857625
0.5,b,0.9733333333333334,0.9733618233618233
0.5,b,0.9880952380952381,0.9880867721857625
0.5,b,1.0,1.0
0.5,b,0.9764705882352941,0.9764705882352941
0.5,b,1.0,1.0
0.5,b,0.8928571428571429,0.8910369433093406
0.5,b,0.9487179487179487,0.9487179487179487
0.5,b,0.9506172839506173,0.9504661740483854
0.5,b,0.7804878048780488,0.770609756097561
0.5,b,0.8,0.783581141186936
0.5,b,1.0,1.0
0.5,b,0.9759036144578314,0.9759036144578314
0.5,b,1.0,1.0
0.5,b,0.7682926829268293,0.756530705335342
0.5,b,0.7564102564102564,0.7458085522601652
0.5,b,0.975,0.975
0.5,cfb,0.9879518072289156,0.9879553070670483
0.5,cfb,0.9882352941176471,0.9882418219056246
0.5,cfb,0.7721518987341772,0.7604379338505513
0.5,cfb,0.8026315789473685,0.796872818651403
0.5,cfb,1.0,1.0
0.5,cfb,0.9746835443037974,0.9746591703092247
0.5,cfb,1.0,1.0
0.5,cfb,0.8260869565217391,0.8264523200584583
0.5,cfb,0.972972972972973,0.972972972972973
0.5,cfb,1.0,1.0
0.5,cfb,0.7875,0.7817364788958434
0.5,cfb,0.9333333333333333,0.9333808759731383
0.5,cfb,1.0,1.0
0.5,cfb,0.975,0.975
0.5,cfb,0.9743589743589743,0.9743589743589743
0.5,cfb,0.9493670886075949,0.9492041770522783
0.5,cfb,1.0,1.0
0.5,cfb,0.9493670886075949,0.949269592629304
0.5,cfb,0.927710843373494,0.9271374569960218
0.5,cfb,0.7625,0.7512682048764523
0.6,c,0.43661971830985913,0.42397977609245213
0.6,c,0.4883720930232558,0.42502768549280173
0.6,c,0.5432098765432098,0.5423723698233502
0.6,c,0.6395348837209303,0.6368452104886213
0.6,c,0.7682926829268293,0.7648395707199582
0.6,c,0.5,0.44095038434661077
0.6,c,0.6463414634146342,0.6191542800355586
